RUNNING IN THE 90'S
0 5 119416 120416
2 5 119794 120794
1 5 120173 121173
2 5 120551 121551
1 5 120835 121835
3 5 120930 121930
2 5 121214 122214
1 5 121309 122309
3 5 121592 122592
2 5 121687 122687
1 5 121876 122876
2 5 122065 123065
1 5 122255 123255
3 5 122538 123538
2 5 122633 123633
0 5 122822 123822
1 5 123106 124106
2 5 123201 124201
0 5 123390 124390
2 5 123580 124580
3 5 123863 124863
1 5 123958 124958
3 5 124242 125242
1 5 124337 125337
3 5 124621 125621
2 5 124715 125715
1 5 124904 125904
0 5 125094 126094
3 5 125283 126283
0 5 125378 126378
2 5 125472 126472
1 5 125662 126662
3 5 125757 126757
0 5 125851 126851
2 5 126135 127135
0 5 126229 127229
3 5 126608 127608
0 5 126892 127892
1 5 126986 127986
3 5 127270 128270
1 5 127365 128365
3 5 127649 128649
1 5 127744 128744
0 5 127933 128933
3 5 128122 129122
2 5 128311 129311
1 5 128595 129595
2 5 128690 129690
3 5 128879 129879
0 5 129163 130163
1 5 129258 130258
2 5 129447 130447
1 5 129636 130636
3 5 129826 130826
2 5 129920 130920
1 5 130015 131015
0 5 130204 131204
3 5 130298 131298
0 5 130393 131393
3 5 130677 131677
1 5 130772 131772
2 5 130961 131961
1 5 131151 132151
0 5 131434 132434
1 5 131529 132529
2 5 131718 132718
0 5 131908 132908
2 5 132097 133097
0 5 132286 133286
3 5 132381 133381
1 5 132475 133475
2 5 132570 133570
0 5 132665 133665
3 5 132949 133949
2 5 133043 134043
1 5 133327 134327
0 5 133422 134422
1 5 133706 134706
0 5 133800 134800
3 5 133990 134990
0 5 134179 135179
1 5 134368 135368
3 5 134652 135652
2 5 134747 135747
1 5 134936 135936
2 5 135220 136220
3 5 135315 136315
1 5 135504 136504
0 5 135693 136693
2 5 135977 136977
0 5 136072 137072
1 5 136356 137356
0 5 136450 137450
1 5 136734 137734
2 5 136829 137829
1 5 137018 138018
3 5 137207 138207
1 5 137397 138397
2 5 137491 138491
3 5 137586 138586
1 5 137775 138775
0 5 137870 138870
2 5 137964 138964
1 5 138248 139248
2 5 138343 139343
3 5 138721 139721
2 5 139005 140005
1 5 139100 140100
3 5 139384 140384
1 5 139479 140479
2 5 139763 140763
0 5 139857 140857
2 5 140046 141046
0 5 140236 141236
3 5 140425 141425
1 5 140709 141709
2 5 140804 141804
0 5 140993 141993
1 5 141277 142277
0 5 141371 142371
3 5 141561 142561
2 5 141750 142750
3 5 141939 142939
0 5 142034 143034
3 5 142128 143128
2 5 142318 143318
3 5 142413 143413
1 5 142507 143507
2 5 142791 143791
0 5 142886 143886
1 5 143075 144075
0 5 143453 144453
1 5 143548 144548
3 5 143643 144643
0 5 144021 145021
1 5 144778 145778
3 5 144968 145968
1 5 145062 146062
2 5 145157 146157
3 5 145346 146346
2 5 145535 146535
3 5 145725 146725
0 5 145819 146819
2 5 145914 146914
3 5 146103 147103
2 5 146292 147292
1 5 146387 147387
2 5 146576 147576
3 5 146860 147860
0 5 147050 148050
3 5 147144 148144
2 5 147333 148333
1 5 147617 148617
0 5 147807 148807
2 5 147996 148996
0 5 148091 149091
2 5 148185 149185
0 5 148374 149374
2 5 148564 149564
3 5 148753 149753
2 5 148848 149848
3 5 148942 149942
1 5 149132 150132
2 5 149321 150321
3 5 149416 150416
1 5 149605 150605
3 5 149700 150700
1 5 149889 150889
0 5 150078 151078
3 5 150173 151173
1 5 150457 151457
2 5 150551 151551
0 5 150646 151646
2 5 150740 151740
1 5 150835 151835
2 5 151024 152024
3 5 151119 152119
0 5 151214 152214
2 5 151403 152403
1 5 151592 152592
3 5 151781 152781
2 5 151876 152876
0 5 151971 152971
1 5 152160 153160
2 5 152349 153349
1 5 152444 153444
2 5 152633 153633
1 5 152917 153917
3 5 153106 154106
2 5 153201 154201
1 5 153391 154391
0 5 153674 154674
2 5 153863 154863
0 5 154053 155053
3 5 154147 155147
0 5 154242 155242
1 5 154431 155431
3 5 154621 155621
1 5 154810 155810
3 5 154904 155904
1 5 154999 155999
3 5 155188 156188
0 5 155378 156378
2 5 155567 156567
1 5 155756 156756
0 5 155945 156945
2 5 156135 157135
1 5 156324 157324
3 5 156513 157513
2 5 156703 157703
0 5 156892 157892
1 5 157270 158270
3 5 157649 158649
0 5 157838 158838
2 5 158027 159027
3 5 158217 159217
2 5 158311 159311
3 5 158406 159406
0 5 158785 159785
3 5 159163 160163
0 5 159352 160352
3 5 159826 160826
0 5 159920 160920
3 5 160299 161299
0 5 160677 161677
2 5 160867 161867
0 5 161056 162056
2 5 161245 162245
1 5 161340 162340
2 5 161434 162434
1 5 161813 162813
0 5 162192 163192
3 5 162381 163381
1 5 162949 163949
2 5 163327 164327
3 5 163706 164706
1 5 163895 164895
0 5 164084 165084
1 5 164274 165274
0 5 164368 165368
1 5 164463 165463
0 5 164841 165841
1 5 165220 166220
3 5 165409 166409
1 5 165882 166882
2 5 165977 166977
1 5 166356 167356
3 5 166734 167734
2 5 166923 167923
1 5 167113 168113
3 5 167302 168302
1 5 167397 168397
3 5 167491 168491
0 5 167870 168870
2 5 168154 169154
3 5 168248 169248
1 5 168438 169438
2 5 169005 170005
0 5 169195 170195
3 5 169384 170384
1 5 169573 170573
3 5 169763 170763
2 5 169952 170952
0 5 170141 171141
1 5 170330 171330
3 5 170425 171425
2 5 170520 171520
0 5 170709 171709
2 5 170898 171898
0 5 171087 172087
3 5 171277 172277
0 5 171466 172466
2 5 171655 172655
1 5 171845 172845
0 5 172034 173034
1 5 172223 173223
2 5 172412 173412
0 5 172602 173602
3 5 172791 173791
1 5 172980 173980
0 5 173169 174169
1 5 173359 174359
0 5 173453 174453
3 5 173548 174548
1 5 173927 174927
0 5 174210 175210
2 5 174305 175305
3 5 174684 175684
1 5 175062 176062
0 5 175251 176251
3 5 175441 176441
1 5 175630 176630
3 5 175819 176819
2 5 176009 177009
0 5 176198 177198
1 5 176387 177387
2 5 176482 177482
1 5 176576 177576
0 5 176766 177766
3 5 176955 177955
0 5 177145 178145
2 5 177333 178333
1 5 177523 178523
3 5 177712 178712
0 5 177902 178902
2 5 177996 178996
0 5 178091 179091
3 5 178280 179280
0 5 178469 179469
3 5 178658 179658
1 5 178848 179848
3 5 179037 180037
2 5 179226 180226
1 5 179416 180416
0 5 179605 180605
2 5 179983 180983
3 5 180362 181362
0 5 180740 181740
2 5 181119 182119
0 5 181403 182403
3 5 181498 182498
2 5 181781 182781
3 5 181876 182876
0 5 182160 183160
2 5 182255 183255
3 5 182444 183444
1 5 182633 183633
0 5 182822 183822
1 5 183106 184106
0 5 183201 184201
3 5 183390 184390
1 5 183674 184674
2 5 183769 184769
0 5 183958 184958
1 5 184147 185147
2 5 184431 185431
0 5 184526 185526
2 5 184810 185810
3 5 184904 185904
0 5 185188 186188
3 5 185283 186283
0 5 185472 186472
2 5 185662 186662
1 5 185851 186851
0 5 185945 186945
2 5 186040 187040
1 5 186229 187229
2 5 186323 187323
1 5 186419 187419
0 5 186703 187703
3 5 186797 187797
1 5 187176 188176
0 5 187460 188460
2 5 187554 188554
0 5 187838 188838
2 5 187933 188933
0 5 188217 189217
3 5 188311 189311
1 5 188501 189501
0 5 188690 189690
3 5 188879 189879
0 5 189163 190163
3 5 189258 190258
0 5 189447 190447
2 5 189731 190731
3 5 189826 190826
1 5 190015 191015
0 5 190204 191204
3 5 190393 191393
1 5 190488 191488
3 5 190583 191583
0 5 190772 191772
3 5 190867 191867
1 5 190961 191961
3 5 191245 192245
2 5 191340 192340
1 5 191624 192624
0 5 191718 192718
3 5 192002 193002
1 5 192097 193097
2 5 192286 193286
1 5 192475 193475
2 5 192665 193665
0 5 192854 193854
1 5 192949 193949
2 5 193043 194043
0 5 193138 194138
2 5 193233 194233
3 5 193516 194516
2 5 193611 194611
0 5 193895 194895
2 5 193990 194990
1 5 194274 195274
2 5 194368 195368
1 5 194557 195557
0 5 194747 195747
2 5 194936 195936
3 5 195220 196220
1 5 195315 196315
0 5 195504 196504
2 5 195788 196788
3 5 195882 196882
0 5 196072 197072
1 5 196261 197261
3 5 196545 197545
2 5 196639 197639
3 5 196923 197923
0 5 197018 198018
3 5 197302 198302
1 5 197397 198397
3 5 197586 198586
1 5 197775 198775
3 5 197964 198964
0 5 198059 199059
3 5 198154 199154
0 5 198343 199343
3 5 198438 199438
0 5 198532 199532
3 5 198816 199816
2 5 198911 199911
3 5 199100 200100
1 5 199289 200289
2 5 199573 200573
3 5 199668 200668
1 5 199952 200952
0 5 200046 201046
3 5 200330 201330
1 5 200425 201425
2 5 200614 201614
1 5 200804 201804
3 5 200993 201993
2 5 201277 202277
3 5 201371 202371
1 5 201561 202561
3 5 201845 202845
0 5 201939 202939
3 5 202128 203128
0 5 202318 203318
3 5 202507 203507
0 5 202602 203602
2 5 202696 203696
1 5 202886 203886
2 5 202981 203981
1 5 203075 204075
3 5 203359 204359
0 5 203453 204453
3 5 203643 204643
0 5 204021 205021
3 5 204116 205116
0 5 204210 205210
3 5 204589 205589
0 5 205346 206346
3 5 205535 206535
1 5 205630 206630
3 5 205725 206725
0 5 205914 206914
2 5 206103 207103
1 5 206292 207292
3 5 206387 207387
2 5 206482 207482
0 5 206671 207671
2 5 206860 207860
1 5 206955 207955
3 5 207144 208144
2 5 207428 208428
3 5 207617 208617
1 5 207712 208712
0 5 207901 208901
3 5 208185 209185
1 5 208374 209374
3 5 208564 209564
1 5 208658 209658
3 5 208753 209753
2 5 208942 209942
1 5 209132 210132
2 5 209321 210321
3 5 209416 210416
2 5 209510 210510
0 5 209699 210699
3 5 209889 210889
0 5 209983 210983
3 5 210173 211173
1 5 210267 211267
3 5 210457 211457
2 5 210646 211646
3 5 210740 211740
2 5 211024 212024
1 5 211119 212119
3 5 211214 212214
0 5 211309 212309
2 5 211403 212403
3 5 211592 212592
2 5 211687 212687
3 5 211781 212781
2 5 211971 212971
3 5 212160 213160
1 5 212349 213349
2 5 212444 213444
3 5 212539 213539
2 5 212728 213728
1 5 212917 213917
3 5 213012 214012
0 5 213201 214201
2 5 213485 214485
1 5 213674 214674
0 5 213769 214769
1 5 213958 214958
0 5 214242 215242
3 5 214431 215431
2 5 214621 215621
1 5 214715 215715
0 5 214810 215810
1 5 214999 215999
3 5 215188 216188
2 5 215378 216378
1 5 215472 216472
3 5 215567 216567
2 5 215756 216756
1 5 215945 216945
0 5 216135 217135
2 5 216324 217324
3 5 216513 217513
0 5 216703 217703
1 5 216892 217892
0 5 217081 218081
1 5 217270 218270
0 5 217460 218460
3 5 217554 218554
0 5 217649 218649
2 5 217744 218744
3 5 217838 218838
2 5 218027 219027
3 5 218121 219121
1 5 218216 219216
2 5 218311 219311
3 5 218405 219405
2 5 218501 219501
3 5 218595 219595
0 5 218785 219785
3 5 218879 219879
1 5 219002 220002
3 5 219389 220389
1 5 219679 220679
0 5 219776 220776
3 5 219969 220969
0 5 220550 221550
3 5 220739 221739
0 5 220928 221928
3 5 221117 222117
0 5 221307 222307
3 5 221496 222496
1 5 221685 222685
0 5 221874 222874
