RUNNING IN THE 90'S
0 5 38785 39785
2 5 39163 40163
1 5 39542 40542
3 5 39920 40920
0 5 40110 41110
2 5 40204 41204
1 5 40299 41299
2 5 40677 41677
1 5 41056 42056
2 5 41245 42245
3 5 41624 42624
0 5 41813 42813
1 5 42192 43192
0 5 42570 43570
1 5 42759 43759
2 5 43138 44138
1 5 43233 44233
3 5 43327 44327
0 5 43706 44706
1 5 43895 44895
0 5 44084 45084
2 5 44274 45274
1 5 44652 45652
2 5 44747 45747
3 5 44841 45841
1 5 45031 46031
3 5 45409 46409
1 5 45788 46788
0 5 45977 46977
3 5 46166 47166
0 5 46261 47261
1 5 46356 47356
2 5 46734 47734
3 5 47113 48113
0 5 47302 48302
2 5 47680 48680
1 5 47870 48870
3 5 48154 49154
1 5 48248 49248
2 5 48532 49532
0 5 48627 49627
3 5 48816 49816
0 5 49005 50005
3 5 49195 50195
1 5 49289 50289
3 5 49384 50384
1 5 49573 50573
3 5 49763 50763
2 5 50046 51046
0 5 50141 51141
2 5 50330 51330
1 5 50425 51425
3 5 50520 51520
1 5 50709 51709
3 5 50804 51804
2 5 50899 51899
1 5 51182 52182
0 5 51277 52277
1 5 51561 52561
0 5 51655 52655
1 5 51845 52845
2 5 52034 53034
0 5 52223 53223
3 5 52318 53318
0 5 52412 53412
3 5 52696 53696
2 5 52791 53791
1 5 53075 54075
0 5 53169 54169
1 5 53453 54453
2 5 53548 54548
0 5 53832 54832
1 5 53927 54927
0 5 54210 55210
2 5 54305 55305
1 5 54589 55589
3 5 54684 55684
1 5 54873 55873
0 5 55062 56062
3 5 55251 56251
1 5 55346 56346
0 5 55440 56440
3 5 55725 56725
2 5 55819 56819
3 5 56009 57009
2 5 56198 57198
1 5 56387 57387
3 5 56766 57766
0 5 56860 57860
3 5 56955 57955
1 5 57239 58239
3 5 57333 58333
2 5 57617 58617
0 5 57712 58712
3 5 57901 58901
2 5 58091 59091
0 5 58280 59280
3 5 58374 59374
0 5 58469 59469
2 5 58848 59848
0 5 59226 60226
1 5 59605 60605
2 5 59983 60983
0 5 60267 61267
1 5 60362 61362
0 5 60646 61646
1 5 60740 61740
0 5 61024 62024
3 5 61119 62119
0 5 61308 62308
3 5 61498 62498
2 5 61687 62687
3 5 61876 62876
2 5 62160 63160
3 5 62255 63255
2 5 62539 63539
3 5 62633 63633
2 5 62822 63822
3 5 63012 64012
0 5 63296 64296
2 5 63390 64390
0 5 63580 64580
1 5 63769 64769
0 5 64053 65053
3 5 64147 65147
2 5 64337 65337
0 5 64526 65526
2 5 64810 65810
1 5 64904 65904
2 5 65188 66188
1 5 65283 66283
3 5 65567 66567
2 5 65662 66662
1 5 65945 66945
0 5 66040 67040
2 5 66324 67324
1 5 66419 67419
3 5 66703 67703
2 5 66797 67797
0 5 67081 68081
2 5 67176 68176
3 5 67365 68365
1 5 67554 68554
0 5 67744 68744
1 5 67933 68933
0 5 68217 69217
1 5 68311 69311
0 5 68595 69595
1 5 68690 69690
3 5 68879 69879
0 5 68974 69974
1 5 69068 70068
3 5 69352 70352
0 5 69447 70447
1 5 69731 70731
0 5 69826 70826
3 5 70110 71110
0 5 70204 71204
1 5 70393 71393
3 5 70583 71583
2 5 70867 71867
3 5 70961 71961
0 5 71340 72340
2 5 71434 72434
3 5 71529 72529
0 5 71624 72624
1 5 71718 72718
2 5 71813 72813
3 5 71908 72908
1 5 72002 73002
3 5 72097 73097
1 5 72381 73381
3 5 72475 73475
2 5 72759 73759
3 5 72854 73854
2 5 73138 74138
3 5 73233 74233
0 5 73422 74422
2 5 73611 74611
3 5 73800 74800
0 5 73990 74990
3 5 74274 75274
2 5 74368 75368
0 5 74652 75652
1 5 74747 75747
3 5 74936 75936
1 5 75125 76125
0 5 75409 76409
3 5 75504 76504
0 5 75788 76788
1 5 75882 76882
2 5 76166 77166
0 5 76261 77261
1 5 76450 77450
0 5 76639 77639
2 5 76923 77923
1 5 77018 78018
3 5 77302 78302
0 5 77397 78397
2 5 77680 78680
1 5 77775 78775
3 5 78059 79059
0 5 78154 79154
2 5 78438 79438
0 5 78533 79533
2 5 78816 79816
0 5 78911 79911
3 5 79195 80195
0 5 79290 80290
1 5 79479 80479
0 5 79668 80668
1 5 79857 80857
3 5 80046 81046
1 5 80330 81330
3 5 80425 81425
0 5 80709 81709
2 5 80804 81804
0 5 80993 81993
3 5 81182 82182
0 5 81466 82466
3 5 81561 82561
0 5 81845 82845
1 5 81939 82939
3 5 82223 83223
0 5 82318 83318
3 5 82507 83507
2 5 82696 83696
3 5 83453 84453
2 5 83547 84547
3 5 83642 84642
1 5 83736 84736
2 5 83831 84831
0 5 84210 85210
2 5 84400 85400
3 5 84494 85494
0 5 84589 85589
2 5 84683 85683
3 5 84778 85778
2 5 84968 85968
3 5 85157 86157
1 5 85251 86251
0 5 85346 86346
2 5 85440 86440
1 5 85535 86535
0 5 85725 86725
3 5 85819 86819
1 5 86009 87009
0 5 86198 87198
1 5 86292 87292
0 5 86482 87482
3 5 86576 87576
0 5 86766 87766
3 5 86955 87955
2 5 87050 88050
3 5 87239 88239
2 5 87428 88428
0 5 87522 88522
3 5 87617 88617
2 5 87711 88711
0 5 87807 88807
2 5 87996 88996
1 5 88185 89185
0 5 88279 89279
3 5 88374 89374
1 5 88468 89468
0 5 88564 89564
3 5 88753 89753
1 5 88848 89848
2 5 89037 90037
1 5 89132 90132
2 5 89321 90321
3 5 89510 90510
1 5 89605 90605
2 5 89794 90794
0 5 89889 90889
3 5 90078 91078
1 5 90267 91267
3 5 90457 91457
1 5 90551 91551
2 5 90646 91646
3 5 90740 91740
2 5 90835 91835
1 5 91024 92024
2 5 91214 92214
3 5 91308 92308
2 5 91403 92403
1 5 91497 92497
3 5 91592 92592
1 5 91781 92781
3 5 91876 92876
2 5 92065 93065
1 5 92255 93255
3 5 92350 93350
2 5 92539 93539
3 5 92633 93633
2 5 92728 93728
3 5 92822 93822
0 5 93012 94012
1 5 93106 94106
0 5 93296 94296
3 5 93485 94485
2 5 93579 94579
0 5 93674 94674
2 5 93768 94768
0 5 93863 94863
1 5 94053 95053
3 5 94242 95242
2 5 94336 95336
1 5 94431 95431
2 5 94525 95525
0 5 94621 95621
1 5 94810 95810
0 5 95188 96188
3 5 95567 96567
0 5 95945 96945
3 5 96324 97324
2 5 96703 97703
1 5 96892 97892
2 5 97081 98081
3 5 97270 98270
0 5 97649 98649
1 5 97744 98744
2 5 97838 98838
0 5 98217 99217
2 5 98406 99406
1 5 98595 99595
0 5 98785 99785
2 5 99163 100163
0 5 99258 100258
1 5 99352 100352
3 5 99731 100731
0 5 100110 101110
2 5 100677 101677
3 5 100772 101772
0 5 100867 101867
3 5 101245 102245
1 5 101624 102624
3 5 101813 102813
2 5 102192 103192
3 5 102381 103381
1 5 102759 103759
3 5 102949 103949
2 5 103138 104138
1 5 103327 104327
0 5 103706 104706
2 5 103800 104800
0 5 103895 104895
2 5 104274 105274
0 5 104652 105652
3 5 104841 105841
0 5 105220 106220
1 5 105315 106315
0 5 105409 106409
2 5 105788 106788
3 5 106166 107166
1 5 106734 107734
3 5 106829 107829
1 5 106923 107923
3 5 107302 108302
0 5 107680 108680
3 5 107870 108870
2 5 108438 109438
3 5 108721 109721
2 5 108816 109816
0 5 109100 110100
2 5 109195 110195
1 5 109384 110384
3 5 109573 110573
0 5 109763 110763
1 5 109857 110857
2 5 109952 110952
1 5 110236 111236
0 5 110330 111330
2 5 110520 111520
1 5 110709 111709
2 5 110898 111898
0 5 111277 112277
1 5 111371 112371
3 5 111466 112466
2 5 111750 112750
0 5 111845 112845
2 5 112128 113128
1 5 112223 113223
2 5 112412 113412
3 5 112602 113602
0 5 112791 113791
2 5 112886 113886
1 5 112980 113980
0 5 113264 114264
3 5 113359 114359
0 5 113643 114643
2 5 113737 114737
0 5 114021 115021
1 5 114116 115116
0 5 114400 115400
1 5 114494 115494
3 5 114778 115778
0 5 114873 115873
3 5 115157 116157
2 5 115251 116251
1 5 115441 116441
2 5 115630 116630
3 5 115819 116819
0 5 115914 116914
2 5 116008 117008
1 5 116292 117292
3 5 116387 117387
1 5 116576 117576
3 5 116766 117766
0 5 116955 117955
1 5 117333 118333
0 5 117428 118428
1 5 117523 118523
2 5 117807 118807
0 5 117901 118901
2 5 118185 119185
1 5 118280 119280
0 5 118469 119469
1 5 118658 119658
2 5 118848 119848
1 5 118942 119942
3 5 119037 120037
0 5 119416 120416
2 5 119794 120794
3 5 120173 121173
0 5 120551 121551
1 5 120835 121835
0 5 120930 121930
2 5 121214 122214
0 5 121308 122308
1 5 121592 122592
0 5 121687 122687
2 5 121876 122876
0 5 122065 123065
1 5 122255 123255
0 5 122444 123444
3 5 122728 123728
1 5 122822 123822
0 5 123106 124106
2 5 123201 124201
3 5 123390 124390
1 5 123580 124580
2 5 123863 124863
3 5 123958 124958
2 5 124147 125147
0 5 124337 125337
2 5 124621 125621
1 5 124715 125715
0 5 124904 125904
3 5 125094 126094
0 5 125378 126378
2 5 125472 126472
3 5 125756 126756
0 5 125851 126851
1 5 126135 127135
0 5 126229 127229
3 5 126513 127513
1 5 126608 127608
2 5 126892 127892
0 5 126986 127986
2 5 127270 128270
3 5 127365 128365
1 5 127649 128649
3 5 127744 128744
0 5 127933 128933
3 5 128122 129122
1 5 128311 129311
0 5 128501 129501
2 5 128785 129785
1 5 128879 129879
3 5 129163 130163
0 5 129258 130258
2 5 129447 130447
1 5 129542 130542
0 5 129636 130636
1 5 129920 130920
0 5 130015 131015
1 5 130299 131299
3 5 130393 131393
1 5 130677 131677
0 5 130772 131772
1 5 131056 132056
2 5 131151 132151
3 5 131434 132434
2 5 131529 132529
1 5 131908 132908
2 5 132002 133002
3 5 132097 133097
0 5 132192 133192
1 5 132286 133286
2 5 132381 133381
1 5 132476 133476
0 5 132570 133570
2 5 132665 133665
1 5 132949 133949
0 5 133043 134043
1 5 133327 134327
2 5 133422 134422
3 5 133706 134706
0 5 133800 134800
3 5 133990 134990
1 5 134179 135179
3 5 134368 135368
2 5 134557 135557
1 5 134841 135841
3 5 134936 135936
2 5 135220 136220
1 5 135315 136315
0 5 135504 136504
1 5 135598 136598
3 5 135693 136693
1 5 135977 136977
3 5 136072 137072
0 5 136356 137356
2 5 136450 137450
0 5 136734 137734
3 5 136829 137829
1 5 137018 138018
2 5 137207 138207
1 5 137491 138491
2 5 137586 138586
0 5 137870 138870
3 5 137964 138964
1 5 138248 139248
0 5 138343 139343
1 5 138627 139627
3 5 138721 139721
2 5 139005 140005
3 5 139099 140099
2 5 139384 140384
1 5 139479 140479
0 5 139763 140763
1 5 139857 140857
0 5 140046 141046
2 5 140236 141236
0 5 140425 141425
3 5 140614 141614
1 5 140898 141898
2 5 140993 141993
0 5 141277 142277
3 5 141371 142371
0 5 141561 142561
2 5 141655 142655
0 5 141750 142750
1 5 142034 143034
3 5 142128 143128
0 5 142412 143412
2 5 142507 143507
3 5 142791 143791
2 5 142886 143886
0 5 143169 144169
1 5 143264 144264
0 5 144021 145021
3 5 144115 145115
1 5 144210 145210
0 5 144304 145304
2 5 144399 145399
1 5 144778 145778
3 5 144968 145968
2 5 145062 146062
3 5 145157 146157
0 5 145251 146251
2 5 145346 146346
3 5 145535 146535
2 5 145725 146725
0 5 145819 146819
3 5 145914 146914
1 5 146008 147008
0 5 146103 147103
3 5 146292 147292
2 5 146387 147387
0 5 146576 147576
1 5 146766 147766
0 5 146860 147860
1 5 147050 148050
2 5 147144 148144
0 5 147239 148239
1 5 147333 148333
3 5 147523 148523
1 5 147617 148617
2 5 147807 148807
3 5 147996 148996
2 5 148090 149090
1 5 148185 149185
0 5 148279 149279
3 5 148374 149374
1 5 148564 149564
0 5 148753 149753
1 5 148847 149847
2 5 148942 149942
0 5 149036 150036
1 5 149132 150132
3 5 149321 150321
0 5 149416 150416
1 5 149605 150605
3 5 149699 150699
1 5 149889 150889
0 5 150078 151078
3 5 150173 151173
1 5 150362 151362
0 5 150457 151457
1 5 150646 151646
2 5 150835 151835
0 5 151024 152024
3 5 151118 152118
1 5 151213 152213
2 5 151307 152307
3 5 151403 152403
1 5 151592 152592
2 5 151781 152781
3 5 151875 152875
0 5 151970 152970
1 5 152064 153064
0 5 152160 153160
2 5 152349 153349
3 5 152444 153444
1 5 152633 153633
2 5 152822 153822
0 5 152917 153917
2 5 153106 154106
1 5 153200 154200
3 5 153295 154295
1 5 153390 154390
2 5 153580 154580
0 5 153674 154674
2 5 153863 154863
0 5 154053 155053
2 5 154147 155147
1 5 154242 155242
0 5 154336 155336
3 5 154431 155431
1 5 154621 155621
0 5 154810 155810
1 5 154904 155904
3 5 154999 155999
1 5 155093 156093
3 5 155188 156188
2 5 155378 156378
0 5 155756 156756
1 5 156135 157135
2 5 156513 157513
3 5 156892 157892
0 5 157270 158270
1 5 157649 158649
3 5 158217 159217
0 5 158406 159406
2 5 158785 159785
1 5 159163 160163
3 5 159731 160731
2 5 159920 160920
1 5 160299 161299
0 5 160677 161677
1 5 161245 162245
2 5 161434 162434
3 5 161813 162813
1 5 162192 163192
2 5 162381 163381
1 5 162759 163759
3 5 162949 163949
0 5 163327 164327
3 5 163706 164706
0 5 163895 164895
1 5 164463 165463
3 5 164841 165841
0 5 165220 166220
1 5 165409 166409
3 5 165977 166977
1 5 166356 167356
3 5 166734 167734
1 5 166923 167923
3 5 167491 168491
2 5 167870 168870
1 5 168248 169248
2 5 168438 169438
1 5 168816 169816
2 5 169005 170005
0 5 169573 170573
2 5 169763 170763
0 5 170330 171330
3 5 170520 171520
2 5 170898 171898
0 5 171277 172277
1 5 171655 172655
3 5 172034 173034
2 5 172602 173602
3 5 172791 173791
1 5 173359 174359
0 5 173548 174548
2 5 173927 174927
3 5 174305 175305
1 5 174684 175684
0 5 175062 176062
3 5 175630 176630
2 5 175819 176819
3 5 176387 177387
0 5 176576 177576
2 5 176955 177955
1 5 177333 178333
3 5 177712 178712
0 5 178091 179091
3 5 178658 179658
1 5 178848 179848
2 5 179416 180416
1 5 179605 180605
3 5 179983 180983
0 5 180362 181362
1 5 180740 181740
0 5 181119 182119
1 5 181403 182403
2 5 181498 182498
3 5 181781 182781
1 5 181876 182876
3 5 182160 183160
2 5 182255 183255
1 5 182444 183444
2 5 182633 183633
1 5 182822 183822
3 5 183012 184012
1 5 183296 184296
3 5 183390 184390
0 5 183674 184674
2 5 183769 184769
0 5 183958 184958
2 5 184053 185053
0 5 184147 185147
1 5 184431 185431
2 5 184526 185526
1 5 184715 185715
2 5 184904 185904
0 5 185188 186188
1 5 185283 186283
2 5 185472 186472
3 5 185662 186662
2 5 185945 186945
0 5 186040 187040
1 5 186324 187324
0 5 186419 187419
1 5 186703 187703
0 5 186798 187798
3 5 187081 188081
0 5 187176 188176
1 5 187460 188460
2 5 187554 188554
1 5 187838 188838
0 5 187933 188933
1 5 188217 189217
0 5 188311 189311
2 5 188501 189501
3 5 188690 189690
1 5 188879 189879
0 5 189068 190068
3 5 189352 190352
1 5 189447 190447
2 5 189731 190731
3 5 189826 190826
2 5 190015 191015
1 5 190110 191110
2 5 190204 191204
0 5 190488 191488
2 5 190583 191583
3 5 190867 191867
1 5 190961 191961
3 5 191245 192245
1 5 191340 192340
3 5 191529 192529
1 5 191718 192718
3 5 192002 193002
2 5 192097 193097
3 5 192475 193475
1 5 192569 193569
2 5 192664 193664
3 5 192759 193759
1 5 192853 193853
3 5 192948 193948
2 5 193043 194043
1 5 193137 194137
3 5 193233 194233
1 5 193516 194516
2 5 193611 194611
0 5 193895 194895
3 5 193990 194990
1 5 194274 195274
0 5 194368 195368
2 5 194557 195557
1 5 194747 195747
3 5 194936 195936
1 5 195125 196125
2 5 195409 196409
1 5 195504 196504
0 5 195788 196788
2 5 195882 196882
0 5 196072 197072
3 5 196261 197261
2 5 196545 197545
0 5 196639 197639
2 5 196829 197829
0 5 197018 198018
2 5 197302 198302
0 5 197397 198397
2 5 197586 198586
3 5 197775 198775
2 5 198059 199059
3 5 198154 199154
2 5 198438 199438
3 5 198532 199532
0 5 198816 199816
1 5 198911 199911
2 5 199195 200195
0 5 199289 200289
2 5 199573 200573
1 5 199667 200667
3 5 199952 200952
0 5 200046 201046
2 5 200330 201330
3 5 200425 201425
1 5 200614 201614
0 5 200804 201804
1 5 200993 201993
0 5 201182 202182
3 5 201466 202466
0 5 201561 202561
1 5 201845 202845
3 5 201939 202939
2 5 202128 203128
0 5 202223 203223
1 5 202318 203318
0 5 202602 203602
3 5 202696 203696
0 5 202980 203980
2 5 203075 204075
0 5 203359 204359
1 5 203453 204453
2 5 203737 204737
3 5 203832 204832
1 5 204589 205589
3 5 204683 205683
1 5 204778 205778
0 5 204872 205872
2 5 204967 205967
1 5 205346 206346
3 5 205535 206535
2 5 205629 206629
0 5 205724 206724
2 5 205818 206818
0 5 205914 206914
2 5 206103 207103
3 5 206292 207292
2 5 206386 207386
1 5 206481 207481
0 5 206575 207575
1 5 206671 207671
3 5 206860 207860
1 5 206955 207955
0 5 207144 208144
2 5 207333 208333
1 5 207428 208428
3 5 207617 208617
0 5 207711 208711
3 5 207806 208806
2 5 207901 208901
3 5 208091 209091
1 5 208185 209185
0 5 208374 209374
2 5 208564 209564
3 5 208658 209658
1 5 208753 209753
3 5 208847 209847
2 5 208942 209942
3 5 209132 210132
1 5 209321 210321
2 5 209415 210415
1 5 209510 210510
2 5 209604 210604
1 5 209699 210699
0 5 209889 210889
3 5 209983 210983
0 5 210173 211173
1 5 210267 211267
3 5 210457 211457
0 5 210646 211646
2 5 210740 211740
1 5 210930 211930
2 5 211024 212024
1 5 211214 212214
2 5 211403 212403
0 5 211592 212592
3 5 211686 212686
0 5 211781 212781
2 5 211875 212875
0 5 211971 212971
3 5 212160 213160
2 5 212349 213349
0 5 212443 213443
2 5 212538 213538
3 5 212632 213632
2 5 212728 213728
1 5 212917 213917
3 5 213012 214012
1 5 213201 214201
0 5 213390 214390
2 5 213485 214485
1 5 213674 214674
3 5 213768 214768
2 5 213863 214863
3 5 213958 214958
1 5 214147 215147
2 5 214242 215242
0 5 214431 215431
1 5 214620 215620
2 5 214714 215714
1 5 214809 215809
2 5 214903 215903
3 5 214999 215999
1 5 215188 216188
3 5 215378 216378
1 5 215472 216472
0 5 215567 216567
3 5 215661 216661
2 5 215756 216756
3 5 215945 216945
0 5 216324 217324
2 5 216703 217703
0 5 217081 218081
3 5 217460 218460
1 5 217838 218838
2 5 218217 219217
0 5 218595 219595
2 5 219002 220002
0 5 219389 220389
1 5 219776 220776
2 5 219969 220969
0 5 220550 221550
1 5 221117 222117
0 5 221307 222307
2 5 221874 222874
