RUNNING IN THE 90'S
0 5 56671 57671
2 5 56766 57766
1 5 56955 57955
3 5 57239 58239
1 5 57333 58333
2 5 57617 58617
3 5 57712 58712
1 5 57901 58901
0 5 58091 59091
3 5 58469 59469
2 5 58848 59848
3 5 59226 60226
1 5 59605 60605
2 5 59983 60983
1 5 60267 61267
3 5 60362 61362
0 5 60646 61646
1 5 60740 61740
0 5 61024 62024
1 5 61119 62119
2 5 61308 62308
3 5 61592 62592
2 5 61687 62687
0 5 61876 62876
1 5 62065 63065
3 5 62349 63349
0 5 62444 63444
2 5 62633 63633
1 5 62822 63822
3 5 63012 64012
1 5 63296 64296
0 5 63390 64390
3 5 63580 64580
2 5 63769 64769
3 5 64053 65053
1 5 64147 65147
2 5 64337 65337
1 5 64621 65621
3 5 64715 65715
1 5 64904 65904
0 5 65094 66094
1 5 65283 66283
0 5 65567 66567
2 5 65662 66662
0 5 65851 66851
1 5 66040 67040
0 5 66324 67324
3 5 66419 67419
1 5 66703 67703
3 5 66797 67797
1 5 67081 68081
2 5 67176 68176
0 5 67365 68365
1 5 67649 68649
3 5 67744 68744
1 5 67933 68933
3 5 68122 69122
1 5 68311 69311
2 5 68501 69501
0 5 68690 69690
1 5 68879 69879
2 5 69163 70163
3 5 69258 70258
2 5 69447 70447
1 5 69636 70636
2 5 69826 70826
3 5 70110 71110
2 5 70204 71204
3 5 70393 71393
2 5 70583 71583
1 5 70772 71772
2 5 70867 71867
1 5 70961 71961
3 5 71151 72151
1 5 71340 72340
0 5 71435 72435
3 5 71530 72530
1 5 71624 72624
0 5 71719 72719
3 5 71814 72814
2 5 71908 72908
1 5 72002 73002
2 5 72097 73097
1 5 72381 73381
2 5 72475 73475
1 5 72759 73759
2 5 72854 73854
3 5 73138 74138
0 5 73233 74233
1 5 73422 74422
3 5 73706 74706
1 5 73800 74800
3 5 73990 74990
1 5 74179 75179
3 5 74463 75463
1 5 74557 75557
2 5 74747 75747
0 5 74936 75936
1 5 75125 76125
0 5 75409 76409
3 5 75504 76504
1 5 75693 76693
2 5 75882 76882
3 5 76166 77166
0 5 76261 77261
1 5 76450 77450
3 5 76734 77734
2 5 76829 77829
1 5 77018 78018
2 5 77207 78207
1 5 77397 78397
2 5 77586 78586
3 5 77775 78775
0 5 77964 78964
1 5 78154 79154
3 5 78438 79438
1 5 78532 79532
0 5 78816 79816
2 5 78911 79911
0 5 79195 80195
2 5 79289 80289
3 5 79479 80479
1 5 79763 80763
2 5 79857 80857
1 5 80046 81046
0 5 80236 81236
3 5 80520 81520
0 5 80614 81614
3 5 80804 81804
1 5 80993 81993
0 5 81277 82277
2 5 81371 82371
1 5 81561 82561
2 5 81750 82750
1 5 81939 82939
3 5 82128 83128
0 5 82318 83318
3 5 82507 83507
1 5 83075 84075
0 5 83264 84264
2 5 83453 84453
0 5 83643 84643
3 5 83832 84832
2 5 84021 85021
0 5 84210 85210
2 5 84400 85400
0 5 84494 85494
1 5 84589 85589
2 5 84684 85684
0 5 84778 85778
3 5 84968 85968
2 5 85157 86157
0 5 85251 86251
2 5 85346 86346
0 5 85440 86440
3 5 85535 86535
0 5 85725 86725
1 5 85820 86820
3 5 85914 86914
1 5 86009 87009
2 5 86198 87198
3 5 86292 87292
0 5 86482 87482
2 5 86577 87577
0 5 86672 87672
1 5 86766 87766
0 5 86955 87955
3 5 87050 88050
1 5 87239 88239
2 5 87428 88428
1 5 87523 88523
0 5 87617 88617
2 5 87712 88712
0 5 87807 88807
3 5 87996 88996
0 5 88185 89185
1 5 88280 89280
2 5 88374 89374
0 5 88469 89469
3 5 88564 89564
1 5 88753 89753
2 5 88848 89848
3 5 89037 90037
2 5 89132 90132
0 5 89321 90321
2 5 89510 90510
0 5 89605 90605
1 5 89794 90794
2 5 89889 90889
1 5 89983 90983
0 5 90078 91078
2 5 90173 91173
3 5 90267 91267
1 5 90457 91457
3 5 90551 91551
0 5 90646 91646
1 5 90740 91740
2 5 90835 91835
1 5 91024 92024
2 5 91214 92214
3 5 91308 92308
0 5 91403 92403
2 5 91497 92497
0 5 91592 92592
2 5 91781 92781
1 5 91876 92876
3 5 91970 92970
0 5 92065 93065
2 5 92255 93255
0 5 92349 93349
1 5 92539 93539
2 5 92633 93633
0 5 92728 93728
1 5 92822 93822
2 5 93012 94012
1 5 93106 94106
3 5 93296 94296
1 5 93485 94485
0 5 93580 94580
1 5 93674 94674
3 5 93769 94769
2 5 93863 94863
0 5 94053 95053
3 5 94242 95242
2 5 94337 95337
3 5 94431 95431
0 5 94525 95525
2 5 94621 95621
1 5 94810 95810
0 5 94999 95999
2 5 95188 96188
3 5 95378 96378
0 5 95567 96567
2 5 95756 96756
1 5 95945 96945
3 5 96135 97135
2 5 96324 97324
1 5 96703 97703
0 5 96986 97986
3 5 97081 98081
2 5 97270 98270
0 5 97460 98460
2 5 97649 98649
0 5 97838 98838
2 5 98217 99217
0 5 98501 99501
2 5 98595 99595
3 5 98785 99785
0 5 98974 99974
2 5 99163 100163
0 5 99258 100258
1 5 99352 100352
0 5 99731 100731
1 5 100015 101015
2 5 100110 101110
0 5 100299 101299
2 5 100488 101488
0 5 100677 101677
2 5 100867 101867
0 5 101245 102245
1 5 101624 102624
3 5 101813 102813
0 5 102192 103192
3 5 102381 103381
1 5 102665 103665
0 5 102759 103759
3 5 102949 103949
2 5 103138 104138
1 5 103327 104327
3 5 103611 104611
2 5 103706 104706
0 5 103895 104895
2 5 104179 105179
3 5 104274 105274
2 5 104463 105463
3 5 104652 105652
0 5 104841 105841
3 5 105031 106031
2 5 105220 106220
0 5 105315 106315
2 5 105409 106409
1 5 105693 106693
2 5 105788 106788
0 5 106072 107072
3 5 106166 107166
2 5 106356 107356
0 5 106545 107545
1 5 106735 107735
2 5 106923 107923
1 5 107302 108302
0 5 107680 108680
3 5 107870 108870
0 5 108438 109438
1 5 108721 109721
3 5 108816 109816
0 5 109100 110100
2 5 109195 110195
0 5 109384 110384
2 5 109573 110573
3 5 109857 110857
1 5 109952 110952
2 5 110141 111141
3 5 110330 111330
0 5 110520 111520
3 5 110709 111709
2 5 110898 111898
0 5 111182 112182
3 5 111277 112277
1 5 111466 112466
2 5 111750 112750
1 5 111845 112845
3 5 112128 113128
1 5 112223 113223
0 5 112412 113412
1 5 112602 113602
0 5 112886 113886
3 5 112980 113980
2 5 113264 114264
1 5 113359 114359
3 5 113548 114548
0 5 113832 114832
3 5 113927 114927
2 5 114116 115116
0 5 114305 115305
2 5 114494 115494
3 5 114778 115778
1 5 114873 115873
3 5 115157 116157
0 5 115251 116251
1 5 115441 116441
0 5 115630 116630
2 5 115914 116914
3 5 116009 117009
1 5 116198 117198
0 5 116387 117387
1 5 116576 117576
2 5 116766 117766
1 5 116955 117955
2 5 117239 118239
3 5 117333 118333
1 5 117523 118523
0 5 117807 118807
2 5 117901 118901
0 5 118185 119185
2 5 118280 119280
0 5 118469 119469
1 5 118658 119658
3 5 118942 119942
2 5 119037 120037
3 5 119416 120416
0 5 119794 120794
3 5 120173 121173
2 5 120551 121551
0 5 120835 121835
3 5 120930 121930
0 5 121214 122214
3 5 121308 122308
2 5 121592 122592
3 5 121687 122687
0 5 121876 122876
2 5 122160 123160
1 5 122255 123255
3 5 122444 123444
0 5 122633 123633
2 5 122917 123917
3 5 123012 124012
1 5 123201 124201
0 5 123390 124390
2 5 123580 124580
3 5 123863 124863
2 5 123958 124958
3 5 124147 125147
0 5 124337 125337
2 5 124621 125621
3 5 124715 125715
2 5 124904 125904
1 5 125188 126188
2 5 125283 126283
0 5 125472 126472
3 5 125662 126662
0 5 125851 126851
2 5 126135 127135
3 5 126229 127229
0 5 126419 127419
3 5 126608 127608
2 5 126892 127892
1 5 126986 127986
3 5 127270 128270
2 5 127365 128365
3 5 127649 128649
1 5 127744 128744
2 5 127933 128933
0 5 128217 129217
3 5 128311 129311
1 5 128501 129501
3 5 128690 129690
0 5 128974 129974
2 5 129068 130068
3 5 129258 130258
2 5 129447 130447
3 5 129731 130731
0 5 129826 130826
1 5 130015 131015
3 5 130204 131204
0 5 130393 131393
2 5 130583 131583
1 5 130772 131772
0 5 130961 131961
1 5 131151 132151
0 5 131340 132340
3 5 131434 132434
2 5 131529 132529
3 5 131718 132718
2 5 131908 132908
1 5 132002 133002
0 5 132097 133097
2 5 132192 133192
3 5 132287 133287
0 5 132381 133381
3 5 132475 133475
1 5 132570 133570
3 5 132665 133665
0 5 132949 133949
1 5 133043 134043
3 5 133327 134327
2 5 133422 134422
0 5 133706 134706
1 5 133800 134800
2 5 133990 134990
3 5 134274 135274
2 5 134368 135368
0 5 134557 135557
1 5 134747 135747
3 5 135031 136031
0 5 135125 136125
1 5 135315 136315
3 5 135504 136504
1 5 135693 136693
0 5 135977 136977
3 5 136072 137072
1 5 136261 137261
3 5 136450 137450
0 5 136734 137734
3 5 136829 137829
0 5 137018 138018
2 5 137207 138207
0 5 137397 138397
2 5 137491 138491
3 5 137680 138680
2 5 137775 138775
0 5 137964 138964
3 5 138248 139248
2 5 138343 139343
1 5 138532 139532
2 5 138721 139721
3 5 139005 140005
2 5 139100 140100
0 5 139384 140384
1 5 139479 140479
3 5 139763 140763
1 5 139857 140857
0 5 140046 141046
1 5 140330 141330
3 5 140425 141425
1 5 140614 141614
3 5 140804 141804
1 5 141087 142087
3 5 141182 142182
1 5 141371 142371
3 5 141561 142561
2 5 141845 142845
1 5 141939 142939
0 5 142128 143128
1 5 142318 143318
0 5 142507 143507
1 5 142791 143791
2 5 142886 143886
0 5 143075 144075
2 5 143264 144264
3 5 143453 144453
0 5 143643 144643
3 5 143832 144832
2 5 144021 145021
3 5 144210 145210
1 5 144400 145400
0 5 144589 145589
2 5 144778 145778
1 5 144968 145968
0 5 145062 146062
3 5 145157 146157
2 5 145251 146251
3 5 145346 146346
1 5 145535 146535
3 5 145725 146725
2 5 145820 146820
1 5 145914 146914
3 5 146009 147009
2 5 146103 147103
1 5 146292 147292
2 5 146387 147387
3 5 146482 147482
2 5 146576 147576
3 5 146766 147766
1 5 146860 147860
0 5 147050 148050
1 5 147144 148144
3 5 147239 148239
0 5 147333 148333
2 5 147523 148523
0 5 147617 148617
2 5 147807 148807
1 5 147996 148996
0 5 148091 149091
2 5 148185 149185
1 5 148280 149280
0 5 148374 149374
1 5 148564 149564
0 5 148753 149753
2 5 148848 149848
3 5 148943 149943
0 5 149037 150037
1 5 149132 150132
0 5 149321 150321
3 5 149416 150416
2 5 149605 150605
3 5 149699 150699
1 5 149889 150889
3 5 150078 151078
0 5 150173 151173
3 5 150362 151362
2 5 150457 151457
3 5 150551 151551
1 5 150646 151646
3 5 150740 151740
2 5 150835 151835
1 5 151024 152024
0 5 151119 152119
3 5 151214 152214
0 5 151308 152308
3 5 151403 152403
2 5 151592 152592
3 5 151781 152781
2 5 151876 152876
0 5 151971 152971
2 5 152066 153066
0 5 152160 153160
2 5 152349 153349
1 5 152444 153444
3 5 152539 153539
1 5 152633 153633
3 5 152822 153822
1 5 152917 153917
3 5 153106 154106
0 5 153201 154201
1 5 153296 154296
2 5 153390 154390
0 5 153580 154580
3 5 153674 154674
0 5 153863 154863
3 5 154053 155053
2 5 154148 155148
3 5 154243 155243
1 5 154337 155337
3 5 154432 155432
0 5 154621 155621
3 5 154810 155810
0 5 154905 155905
3 5 155000 156000
2 5 155094 156094
0 5 155189 156189
3 5 155378 156378
1 5 155567 156567
2 5 155756 156756
0 5 155945 156945
1 5 156135 157135
3 5 156324 157324
2 5 156513 157513
1 5 156703 157703
3 5 156892 157892
0 5 157081 158081
3 5 157270 158270
0 5 157460 158460
1 5 157838 158838
3 5 158217 159217
1 5 158311 159311
0 5 158406 159406
2 5 158595 159595
3 5 158785 159785
0 5 158974 159974
2 5 159352 160352
0 5 159731 160731
1 5 159826 160826
2 5 159920 160920
1 5 160110 161110
3 5 160299 161299
0 5 160488 161488
1 5 160867 161867
2 5 161245 162245
1 5 161340 162340
2 5 161434 162434
3 5 161813 162813
2 5 162192 163192
1 5 162381 163381
0 5 162759 163759
2 5 162949 163949
0 5 163138 164138
2 5 163327 164327
3 5 163516 164516
0 5 163895 164895
1 5 164274 165274
0 5 164368 165368
1 5 164463 165463
3 5 164652 165652
2 5 164841 165841
3 5 165031 166031
2 5 165409 166409
0 5 165788 166788
2 5 165882 166882
3 5 165977 166977
2 5 166166 167166
0 5 166356 167356
3 5 166544 167544
1 5 166923 167923
3 5 167302 168302
0 5 167397 168397
3 5 167491 168491
2 5 167870 168870
0 5 168248 169248
2 5 168438 169438
1 5 168816 169816
3 5 169005 170005
2 5 169195 170195
3 5 169384 170384
1 5 169573 170573
3 5 170141 171141
2 5 170330 171330
3 5 170425 171425
2 5 170520 171520
1 5 170709 171709
0 5 171087 172087
3 5 171466 172466
2 5 171845 172845
1 5 171939 172939
2 5 172034 173034
3 5 172223 173223
1 5 172412 173412
0 5 172602 173602
1 5 173169 174169
2 5 173359 174359
1 5 173548 174548
0 5 173927 174927
1 5 174305 175305
2 5 174684 175684
1 5 175062 176062
3 5 175251 176251
0 5 175441 176441
3 5 175630 176630
0 5 176198 177198
1 5 176387 177387
0 5 176482 177482
3 5 176576 177576
2 5 176766 177766
1 5 177144 178144
0 5 177523 178523
2 5 177901 178901
1 5 177996 178996
3 5 178091 179091
1 5 178280 179280
3 5 178469 179469
0 5 178658 179658
2 5 179226 180226
1 5 179416 180416
2 5 179605 180605
3 5 179983 180983
1 5 180362 181362
2 5 180740 181740
0 5 181119 182119
2 5 181403 182403
3 5 181498 182498
0 5 181781 182781
3 5 181876 182876
2 5 182160 183160
3 5 182255 183255
2 5 182444 183444
0 5 182728 183728
1 5 182823 183823
3 5 183012 184012
2 5 183201 184201
0 5 183485 184485
2 5 183580 184580
3 5 183769 184769
0 5 183958 184958
2 5 184147 185147
0 5 184431 185431
2 5 184526 185526
0 5 184715 185715
3 5 184904 185904
2 5 185188 186188
0 5 185283 186283
2 5 185472 186472
3 5 185756 186756
0 5 185851 186851
1 5 186040 187040
3 5 186229 187229
1 5 186419 187419
3 5 186703 187703
0 5 186797 187797
3 5 186986 187986
0 5 187176 188176
1 5 187460 188460
3 5 187554 188554
2 5 187838 188838
1 5 187933 188933
2 5 188217 189217
1 5 188312 189312
3 5 188501 189501
0 5 188785 189785
3 5 188879 189879
0 5 189068 190068
1 5 189258 190258
3 5 189542 190542
2 5 189636 190636
3 5 189826 190826
1 5 190015 191015
3 5 190299 191299
1 5 190393 191393
3 5 190583 191583
1 5 190772 191772
3 5 190961 191961
1 5 191245 192245
3 5 191340 192340
2 5 191529 192529
1 5 191718 192718
2 5 191908 192908
0 5 192002 193002
1 5 192097 193097
3 5 192286 193286
1 5 192475 193475
0 5 192569 193569
1 5 192664 193664
3 5 192759 193759
2 5 192854 193854
3 5 192949 193949
0 5 193043 194043
1 5 193138 194138
0 5 193233 194233
1 5 193516 194516
2 5 193611 194611
3 5 193895 194895
1 5 193990 194990
0 5 194274 195274
2 5 194368 195368
1 5 194557 195557
3 5 194841 195841
1 5 194936 195936
3 5 195125 196125
2 5 195315 196315
0 5 195598 196598
1 5 195693 196693
3 5 195882 196882
2 5 196072 197072
3 5 196261 197261
0 5 196545 197545
1 5 196639 197639
3 5 196829 197829
0 5 197018 198018
1 5 197302 198302
2 5 197397 198397
3 5 197586 198586
1 5 197775 198775
0 5 197964 198964
2 5 198059 199059
3 5 198248 199248
2 5 198343 199343
0 5 198532 199532
2 5 198721 199721
0 5 198911 199911
2 5 199100 200100
3 5 199289 200289
1 5 199573 200573
0 5 199668 200668
1 5 199952 200952
0 5 200046 201046
3 5 200330 201330
0 5 200425 201425
3 5 200614 201614
1 5 200898 201898
0 5 200993 201993
2 5 201182 202182
3 5 201371 202371
2 5 201655 202655
3 5 201750 202750
2 5 201939 202939
0 5 202128 203128
3 5 202412 203412
2 5 202507 203507
0 5 202696 203696
1 5 202886 203886
2 5 203075 204075
1 5 203359 204359
2 5 203453 204453
0 5 203643 204643
2 5 203832 204832
1 5 204400 205400
0 5 204589 205589
3 5 204778 205778
0 5 204968 205968
3 5 205157 206157
2 5 205346 206346
1 5 205535 206535
2 5 205630 206630
0 5 205725 206725
1 5 205820 206820
2 5 205914 206914
1 5 206103 207103
0 5 206292 207292
1 5 206387 207387
3 5 206482 207482
2 5 206576 207576
1 5 206671 207671
3 5 206860 207860
0 5 206955 207955
3 5 207049 208049
2 5 207144 208144
0 5 207333 208333
1 5 207428 208428
2 5 207617 208617
3 5 207712 208712
0 5 207807 208807
2 5 207901 208901
0 5 208091 209091
2 5 208185 209185
0 5 208374 209374
2 5 208564 209564
1 5 208658 209658
3 5 208753 209753
1 5 208848 209848
2 5 208942 209942
0 5 209132 210132
2 5 209321 210321
1 5 209415 210415
3 5 209510 210510
2 5 209605 210605
0 5 209699 210699
3 5 209889 210889
2 5 209983 210983
0 5 210172 211172
2 5 210267 211267
0 5 210457 211457
2 5 210646 211646
0 5 210740 211740
3 5 210930 211930
2 5 211024 212024
1 5 211119 212119
3 5 211214 212214
1 5 211308 212308
3 5 211403 212403
0 5 211592 212592
2 5 211687 212687
0 5 211781 212781
1 5 211876 212876
3 5 211971 212971
1 5 212160 213160
3 5 212349 213349
1 5 212443 213443
2 5 212539 213539
3 5 212633 213633
0 5 212728 213728
2 5 212917 213917
1 5 213013 214013
0 5 213107 214107
3 5 213202 214202
2 5 213390 214390
0 5 213485 214485
1 5 213674 214674
3 5 213769 214769
0 5 213863 214863
3 5 213958 214958
0 5 214147 215147
3 5 214242 215242
2 5 214431 215431
3 5 214621 215621
0 5 214715 215715
1 5 214809 215809
0 5 214905 215905
3 5 214999 215999
1 5 215188 216188
3 5 215378 216378
2 5 215472 216472
1 5 215566 216566
0 5 215662 216662
1 5 215756 216756
0 5 215945 216945
1 5 216135 217135
0 5 216324 217324
2 5 216513 217513
1 5 216703 217703
0 5 216892 217892
1 5 217081 218081
2 5 217270 218270
1 5 217460 218460
3 5 217649 218649
0 5 217744 218744
1 5 217838 218838
2 5 218027 219027
0 5 218217 219217
1 5 218406 219406
0 5 218595 219595
3 5 218785 219785
2 5 219002 220002
0 5 219389 220389
3 5 219776 220776
0 5 219969 220969
3 5 220550 221550
0 5 220739 221739
2 5 220928 221928
3 5 221117 222117
2 5 221307 222307
1 5 221496 222496
2 5 221685 222685
0 5 221874 222874
